,Tweet,positive_match,negative_match,sentiment
3286,announcing our new national organization j schools canada colesj with journalism facing a range of threats canadian journalism educators are building stronger links here amp abroad to promote quality journalism education is a founding member ,['stronger'],['threats'],neutral
3287,as a girl roya shams came to canada from afghanistan to get an education with help from the star and its readers this week she graduated from university via ,[],[],neutral
3288,hello i am from yemen mother of six children i want to go to canada in order to get my children to get an education and a better life we want to help you legally through church or five year bail ,['better'],[],positive
3289,canadians are not as smart as americans our education systems in most of canada is not what the unions bought advertising says i pity a great minister knowing that unions self interested is more important than educating our kids properly ,"['smart', 'great', 'important', 'properly']",['pity'],positive
3290,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3291, things have to change said chief cameron we need immediate investments for all of our students in order to succeed investing in education rather than incarceration benefits everybody skpoli ,"['succeed', 'benefits']",[],positive
3292,hello i am from yemen mother of six children i want to go to canada in order to get my children to get an education and a better life we want to help you legally through church or five year bail ,['better'],[],positive
3293,provinces in canada that subsidize private schools should regulate grants so that no more than 5 of students are educated outside the public system segregation in education is not a public good,"['subsidize', 'educated', 'good']",[],positive
3294, universal healthcare is cheaper and covers everyone in canada nasa put humans on the moon and has revealed our solar system to us and in your area of expertise public schools guarantee education to millions who didn t choose rich parents ,"['cheaper', 'guarantee', 'rich']",[],positive
3295,i would have never even known who bill whatcott was without an amazing video and tip its sad that no one wanted to cover it in america christianity canada education ,['amazing'],['sad'],neutral
3296,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3297,yes we should toronto s catholic school board should comply with human rights code education minister says ,[],[],neutral
3298,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3299,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3300,happy financial literacy month on november 13th come join us with for their free pd day in to at the downtown ymca activator tracey bissett of will be speaking register here ,"['happy', 'free']",[],positive
3301,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3302,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3303, damn right penny there is no education system in canada it s like a big sit in waiting for a protest ,"['right', 'like']","['damn', 'protest']",neutral
3304,sir pakistan can be meet the demand of canada labour shortage in all occupations govt of canada should be started direct recruitment through interview of each as per skill education if canada opens office in islamabad lahore faisalabad multan sahiwal bahawalpur dera ghazi khan ,['skill'],['shortage'],neutral
3305,as a girl roya shams came to canada from afghanistan to get an education with help from the star and its readers this week she graduated from university nice story to start your day ,['nice'],[],positive
3306,in my recent article i share that what gets me up in the morning is the deep held conviction that by collaborating we can enhance the quality of undergraduate education in canada pse key contributor to a civil just amp equitable society ,"['enhance', 'equitable']",[],positive
3307,rforme de limmigration des tudiants trangers atterrs un texte de polqc ducation,[],[],neutral
3308,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3309,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3310,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3311,official hcec s 21st c initiative the chance is power without any fake laws for debts deficits to protect all legal status for global populations this is the begin to be recognized by learning official government education program genny lam hcec australia newzealand canada vn,['protect'],"['fake', 'debts']",negative
3312,canadians are not as smart as americans our education systems in most of canada is not what the unions bought advertising says i pity a great minister knowing that unions self interested is more important than educating our kids properly ,"['smart', 'great', 'important', 'properly']",['pity'],positive
3313,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3314,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3315,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3316, had included canada as a comparator for context to chile political crisis demand for public financing of health education etc but also chile as a warning to canada of where we could end up if austerity continues fig5 shows canada s social amp educational expenditures ,[],"['crisis', 'warning']",negative
3317, xhealthcare for all is easily more doable here than in canada government regulation is critical for all of life s necessities healthcare education food and housing corporations are too greedy example drug 300 america is only 3 50 w 2 profit in canada same pharma ,[],"['critical', 'greedy']",negative
3318, you know absolutely nothing about me i am trying to tell you how much of the roc canada views this i have been working at a high skilled advanced education job for less than a bus drivers wage yet i was able to buy 2 houses ,"['skilled', 'advanced']",[],positive
3319,engage education have helped teachers all over canada secure long term roles in the uk which they are delighted with register with engage today to find your long term role teachingcareer canedchat onted teacher education jobsuk teachabroad ,"['helped', 'secure', 'delighted']",[],positive
3320,the start of the end for canada time will show killing our oil amp gas sector while other countries ramp up theirs will be the biggest mistake canada will ever make wish someone could explain where the money for healthcare education etc will come from when it s gone ,[],"['killing', 'mistake']",negative
3321,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3322,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3323,as a girl roya shams came to canada from afghanistan to get an education with help from the star and its readers this week she graduated from university via ,[],[],neutral
3324,cymi take a look at the impact of the ford government s education cuts on the upper canada district school board in 2019 9 9 million cut in operating funding 317 cut in per student funding by 2023 119 fewer secondary teachers osstf onpoli onted nocutstoeducation ,[],[],neutral
3325,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3326,another ontario teachers union says they are moving towards strike action and that they are doing it all for the kids no it s about the money and frankly we don t have any more read amp rt onpoli education ,[],['strike'],negative
3327,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3328,roya shams escaped to canada from afghanistan in 2012 to pursue an education with the star s help this week she graduated a longtime dream for both her and her father who was killed by the taliban after championing the right for her to go to school ,['right'],['killed'],neutral
3329, every dollar invested in education generates a 1 30 return conference board of canada in ontario 24 billion generates 31 2 billion launches conference onted p4e nocutstoeducation pfeconf2019 ,[],[],neutral
3330,les grandes ides du 20e sicle avec normand baillargeon lcole pour tous un idal de dmocratisation de l ducation philosophie,[],[],neutral
3331, every dollar invested in education generates a 1 30 return conference board of canada in ontario 24 billion generates 31 2 billion launches conference onted p4e nocutstoeducation pfeconf2019 ,[],[],neutral
3332,as a girl roya shams came to canada from afghanistan to get an education with help from the star and its readers this week she graduated from university nice story to start your day ,['nice'],[],positive
3333,as a girl roya shams came to canada from afghanistan to get an education with help from the star and its readers this week she graduated from university nice story to start your day ,['nice'],[],positive
3334,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3335, every dollar invested in education generates a 1 30 return conference board of canada in ontario 24 billion generates 31 2 billion launches conference onted p4e nocutstoeducation pfeconf2019 ,[],[],neutral
3336, had included canada as a comparator for context to chile political crisis demand for public financing of health education etc but also chile as a warning to canada of where we could end up if austerity continues fig5 shows canada s social amp educational expenditures ,[],"['crisis', 'warning']",negative
3337,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3338,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3339, creation scientists christopher oldcorn blog essay religion christianity church genesis news education evolution bible god biblestudy darwin humans usa america government canada uk europe islam judaism science ,[],[],neutral
3340,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3341,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3342,canadians are not as smart as americans our education systems in most of canada is not what the unions bought advertising says i pity a great minister knowing that unions self interested is more important than educating our kids properly ,"['smart', 'great', 'important', 'properly']",['pity'],positive
3343,as a girl roya shams came to canada from afghanistan to get an education with help from the star and its readers this week she graduated from university nice story to start your day ,['nice'],[],positive
3344,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3345,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3346, had included canada as a comparator for context to chile political crisis demand for public financing of health education etc but also chile as a warning to canada of where we could end up if austerity continues fig5 shows canada s social amp educational expenditures ,[],"['crisis', 'warning']",negative
3347, absolutely agree amp would even go a step further we all pay for public amp catholic schools with our property taxes in canada and frankly i don t want to pay to education kids to discriminate in schools who exude amp teach children different is wrong ,[],"['discriminate', 'wrong']",negative
3348,roya shams escaped to canada from afghanistan in 2012 to pursue an education with the star s help this week she graduated a longtime dream for both her and her father who was killed by the taliban after championing the right for her to go to school ,['right'],['killed'],neutral
3349,the worlds best performing education systems amp how they work 1 canada 2 estonia 3 finland 4 germany 5 hong kong 6 japan 7 the netherlands 8 new zealand 9 china shanghai 10 singapore 11 south korea 12 taiwan ,"['best', 'work']",[],positive
3350,dear do you read your own did you miss this international kids are chased away from us and they are preferring australia and canada for their education if yess386 is not fixed no surprise if us is not top innovator ,"['preferring', 'top']",['miss'],positive
3351,education fair gives opportunity for j can students to study in canada ,['fair'],[],positive
3352,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3353, every dollar invested in education generates a 1 30 return conference board of canada in ontario 24 billion generates 31 2 billion launches conference onted p4e nocutstoeducation pfeconf2019 ,[],[],neutral
3354,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3355, had included canada as a comparator for context to chile political crisis demand for public financing of health education etc but also chile as a warning to canada of where we could end up if austerity continues fig5 shows canada s social amp educational expenditures ,[],"['crisis', 'warning']",negative
3356,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3357,cymi take a look at the impact of the ford government s education cuts on the upper canada district school board in 2019 9 9 million cut in operating funding 317 cut in per student funding by 2023 119 fewer secondary teachers osstf onpoli onted nocutstoeducation ,[],[],neutral
3358,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3359,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3360,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3361,dear do you read your own did you miss this international kids are chased away from us and they are preferring australia and canada for their education if yess386 is not fixed no surprise if us is not top innovator ,"['preferring', 'top']",['miss'],positive
3362,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3363,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3364,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3365,rforme de limmigration des tudiants trangers atterrs un texte de polqc ducation,[],[],neutral
3366,doesnt just apply to the us we have the same issues here in canada why are we not willing to spend in our future through education and healthcare ,['willing'],['issues'],neutral
3367,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3368,rforme de limmigration des tudiants trangers atterrs un texte de polqc ducation,[],[],neutral
3369,in my recent article i share that what gets me up in the morning is the deep held conviction that by collaborating we can enhance the quality of undergraduate education in canada pse key contributor to a civil just amp equitable society ,"['enhance', 'equitable']",[],positive
3370,top 10 sites to learn excel for free sites for free online education sites for your career sites to review your resume for free in demand jobs in canada in 2019 certificates in canada in 2019 sites for interview preparation tech skills in demand in 2019 thread ,"['top', 'excel', 'free']",[],positive
3371,announcing our new national organization j schools canada colesj with journalism facing a range of threats canadian journalism educators are building stronger links here amp abroad to promote quality journalism education is a founding member ,['stronger'],['threats'],neutral
3372,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3373,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3374, the most important in quality education is sharing otherwise what s the point never isolated aspire not to have all educational resources canada but be the missing piece of the puzzle the world needs amp vice versa your library across borders the world in return pfeconf2019 ,"['important', 'aspire']","['isolated', 'vice']",neutral
3375,rforme de limmigration des tudiants trangers atterrs un texte de polqc ducation,[],[],neutral
3376,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3377,creation scientists via medium blog religion christianity church genesis news education evolution creation bible god biblestudy darwin humans us america government canada uk europe islam judaism science ,[],[],neutral
3378,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3379,rforme de limmigration des tudiants trangers atterrs un texte de polqc ducation,[],[],neutral
3380,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3381,roya s incredible story continues afghanistan ,['incredible'],[],positive
3382,this just in here s what the department of education secretly said about karl marx canada is mightier than a mango ,[],[],neutral
3383,rforme de limmigration des tudiants trangers atterrs un texte de polqc ducation,[],[],neutral
3384,this is why we are doing what we are doing with the calgary changemakers in education society and the calgary changemaker school ,[],[],neutral
3385,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3386,rest of canada we want better healthcare education systems social services rent control etc alberta ,['better'],[],positive
3387,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3388,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3389,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3390,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3391,roya shams escaped to canada from afghanistan in 2012 to pursue an education with the star s help this week she graduated a longtime dream for both her and her father who was killed by the taliban after championing the right for her to go to school ,['right'],['killed'],neutral
3392,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3393,interested in how the california wildfires are impacting our entire state i was interviewed by on the impact of the fires on education in non evacuated areas ,[],[],neutral
3394,dear do you read your own did you miss this international kids are chased away from us and they are preferring australia and canada for their education if yess386 is not fixed no surprise if us is not top innovator ,"['preferring', 'top']",['miss'],positive
3395, edmonton please show your support for this beautiful 11 year old child today friday 1 nov at 18 00 and attend the justiceforemmell rally 9807 106 st nw edmonton ab education canada racism ,"['support', 'beautiful']",['racism'],positive
3396,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3397, worst pm in canada stands beside worst education minister in ontario both are usa republicons not canadian progressive conservatives seeking to privatize public ed n health care amp end social programs crime party of canada cpc steals fr poor working middle class 2 give 2 rich ,"['progressive', 'rich']","['worst', 'crime', 'steals', 'poor']",negative
3398,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3399,he pushed for his daughter to get an education and was killed now roya shams who escaped afghanistan for canada has graduated ,[],['killed'],negative
3400,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3401, targeting youth pops with youth groups beach parties celebrity appearances legalization or legally and factually a controlled substance and decriminalization of drugs and while promising education with nothingbutdebt canada should separate from ottawa ,['promising'],[],positive
3402,dear do you read your own did you miss this international kids are chased away from us and they are preferring australia and canada for their education if yess386 is not fixed no surprise if us is not top innovator ,"['preferring', 'top']",['miss'],positive
3403, unlike you a critical thinker can see beyond the rhetoric amp actually recognize analyze what is really going on and yes funding per student is down ,[],"['critical', 'rhetoric']",negative
3404,rest of canada we want better healthcare education systems social services rent control etc alberta ,['better'],[],positive
3405,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3406,dear do you read your own did you miss this international kids are chased away from us and they are preferring australia and canada for their education if yess386 is not fixed no surprise if us is not top innovator ,"['preferring', 'top']",['miss'],positive
3407,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3408,he pushed for his daughter to get an education and was killed now roya shams who escaped afghanistan for canada has graduated ,[],['killed'],negative
3409,education fair gives opportunity for j can students to study in canada ,['fair'],[],positive
3410,if passed the legislation would result in regulatory changes across a wide variety of areas including the environment agriculture food safety alcohol mining post secondary education insurance and many others ,['variety'],[],positive
3411,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3412,international education is a pillar of the canada uae relationship working alongside our immigration ministry allows us to profile high quality affordable post secondary education with a potential pathway to citizenship in our amazing country ,"['affordable', 'amazing']",[],positive
3413,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3414,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3415,follow us links below ,[],[],neutral
3416,dear do you read your own did you miss this international kids are chased away from us and they are preferring australia and canada for their education if yess386 is not fixed no surprise if us is not top innovator ,"['preferring', 'top']",['miss'],positive
3417,cymi take a look at the impact of the ford government s education cuts on the upper canada district school board in 2019 9 9 million cut in operating funding 317 cut in per student funding by 2023 119 fewer secondary teachers osstf onpoli onted nocutstoeducation ,[],[],neutral
3418,cymi take a look at the impact of the ford government s education cuts on the upper canada district school board in 2019 9 9 million cut in operating funding 317 cut in per student funding by 2023 119 fewer secondary teachers osstf onpoli onted nocutstoeducation ,[],[],neutral
3419,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3420, we are talking about ontario not all of canada doug ford has defunded ontario s education system considerably and wait until there s a 4 course e learning requirement to earn a high school diploma in ontario schools will be emptied of teachers ,[],[],neutral
3421,cymi take a look at the impact of the ford government s education cuts on the upper canada district school board in 2019 9 9 million cut in operating funding 317 cut in per student funding by 2023 119 fewer secondary teachers osstf onpoli onted nocutstoeducation ,[],[],neutral
3422,november is indigenous education month an opportunity to focus on treaties the legacy of residential schools as well as the accomplishments of indigenous peoples in canada while building stronger relationships between indigenous and non indigenous peoples ,"['well', 'accomplishments', 'stronger']",[],positive
3423,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3424,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3425,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3426,may all your simple pleasures and big moments this weekend give you inspiration for your bridgeprize shortstory over 1ok in prizes for student writers from across canada visit for all the details and entries canlit creativewriting,['inspiration'],[],positive
3427,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3428,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3429,great inspiring story as a girl roya shams came to canada from afghanistan to get an education with help from the star and its readers this week she graduated from university cdnpoli ,"['great', 'inspiring']",[],positive
3430,as a girl roya shams came to canada from afghanistan to get an education with help from the star and its readers this week she graduated from university via ,[],[],neutral
3431,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3432,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3433,in canada members of the independent org work to bridge movement and electoral politics and push the to fight for a transformative agenda incl a greennewdeal that implements a right to housing transportation and education for all ,"['work', 'right']",[],positive
3434,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3435,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3436,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3437,cymi take a look at the impact of the ford government s education cuts on the upper canada district school board in 2019 9 9 million cut in operating funding 317 cut in per student funding by 2023 119 fewer secondary teachers osstf onpoli onted nocutstoeducation ,[],[],neutral
3438, i m sorry you wasted your education studying the worst prime minister in canadian history however that doesn t change the fact that quebec is still the most bigoted province in canada while at the same time promoting nationalism and the trudeau s love quebec ,['love'],"['sorry', 'wasted', 'worst']",negative
3439,interested in how the california wildfires are impacting our entire state i was interviewed by on the impact of the fires on education in non evacuated areas ,[],[],neutral
3440,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3441,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3442,roya shams escaped to canada from afghanistan in 2012 to pursue an education with the star s help this week she graduated a longtime dream for both her and her father who was killed by the taliban after championing the right for her to go to school ,['right'],['killed'],neutral
3443,opposition mlas worry education green paper proposes too much too fast ,['fast'],"['opposition', 'worry']",negative
3444,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3445, some one should get the facts straight last week the word was canada s education was way down on the world list kids cant even read,[],[],neutral
3446,de nouvelles coles francophones dans le nord mais aucune pour francosud abfr ,[],[],neutral
3447,in canada members of the independent org work to bridge movement and electoral politics and push the to fight for a transformative agenda incl a greennewdeal that implements a right to housing transportation and education for all ,"['work', 'right']",[],positive
3448,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3449, not to mention actually start to honour the treaties youve made in ill faith and have broken and continue to break over and over again in canada i know that looks like land repatriation education health care and clean water to drink just to name a few ,"['faith', 'like', 'clean']","['broken', 'break']",positive
3450,education fair gives opportunity for j can students to study in canada ,['fair'],[],positive
3451,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3452, yes it has happened here in canada starting with the education system failure and the police one of several incidents ,[],['failure'],negative
3453, almost every eu nation us canada etc have pte schools my mentioning it was not re education per se but to illustrate the tendencies of labour to confiscate pte property,[],[],neutral
3454,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3455,as a girl roya shams came to canada from afghanistan to get an education with help from the star and its readers this week she graduated from university via ,[],[],neutral
3456,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3457,in canada members of the independent org work to bridge movement and electoral politics and push the to fight for a transformative agenda incl a greennewdeal that implements a right to housing transportation and education for all ,"['work', 'right']",[],positive
3458,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3459, scheer elections canada rcmp everyone should be up in arms about this we already don t trust media courts or education if we can t trust the voting system all is lost ,['trust'],['lost'],neutral
3460,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3461,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3462,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3463,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3464,rest of canada we want better healthcare education systems social services rent control etc alberta ,['better'],[],positive
3465,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3466,education fair gives opportunity for j can students to study in canada ,['fair'],[],positive
3467, i also believe that spending needs to be where it helps society prosper healthcare and education and social programs ,['prosper'],[],positive
3468,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3469,her father was killed by the taliban for championing his daughter to get an education in 2012 roya shams escaped to canada from afghanistan to do just that with support from the star and its readers this week she graduated ,['support'],['killed'],neutral
3470,roya shams who helped leave kandahar in 2012 and enroll in school in canada graduates from college ,['helped'],[],positive
3471,what did unions give us via medium blog essay news politics government capitalism socialism unions labor workersrights work education america canada organizedlabor uspolitics cdnpoli ukpoli ,['work'],[],positive
